eudract_number,arms,controlled,crossover,double_blind,open,parallel_group,randomised,single_blind
2009-016584-10,2+,Yes,No,No,Yes,Yes,Yes,No
2009-016616-21,2+,Yes,No,No,Yes,Yes,Yes,No
2009-016816-20,2+,Yes,No,No,Yes,Yes,Yes,No
2009-016853-16,string,No,No,No,No,No,No,No
2009-017374-20,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017432-40,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017432-40,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017432-40,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017432-40,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017485-23,2+,No,No,No,Yes,No,Yes,No
2009-017485-23,2+,No,No,No,Yes,No,Yes,No
2009-017485-23,2+,No,No,No,Yes,No,Yes,No
2009-017485-23,2+,No,No,No,Yes,No,Yes,No
2009-017485-23,2+,No,No,No,Yes,No,Yes,No
2009-017485-23,2+,No,No,No,Yes,No,Yes,No
2009-017594-37,string,No,No,No,No,No,No,No
2009-017594-37,string,No,No,No,No,No,No,No
2009-017594-37,string,No,No,No,No,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017775-19,1,No,No,No,Yes,No,No,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-017946-30,2+,Yes,No,Yes,No,Yes,Yes,No
2009-018015-11,2+,Yes,No,No,Yes,Yes,Yes,No
2009-018015-11,2+,Yes,No,No,Yes,Yes,Yes,No
2009-018015-11,2+,Yes,No,No,Yes,Yes,Yes,No
2009-018015-11,2+,Yes,No,No,Yes,Yes,Yes,No
2009-018015-11,2+,Yes,No,No,Yes,Yes,Yes,No
2009-018015-11,2+,Yes,No,No,Yes,Yes,Yes,No
2009-018072-33,1,No,No,No,Yes,No,No,No
2009-018072-33,1,No,No,No,Yes,No,No,No
2009-018072-33,1,No,No,No,Yes,No,No,No
2009-018072-33,1,No,No,No,Yes,No,No,No
2009-018072-33,1,No,No,No,Yes,No,No,No
2009-018072-33,1,No,No,No,Yes,No,No,No
2010-018370-21,Yes,Yes,No,No,Yes,No,Yes,No
2010-018534-44,2+,Yes,No,Yes,No,Yes,Yes,No
2010-018534-44,2+,Yes,No,Yes,No,Yes,Yes,No
2010-018534-44,2+,Yes,No,Yes,No,Yes,Yes,No
2010-018534-44,2+,Yes,No,Yes,No,Yes,Yes,No
2010-018850-11,2+,Yes,No,No,Yes,No,Yes,No
2010-019287-37,string,Yes,No,No,No,Yes,Yes,Yes
2010-019287-37,string,Yes,No,No,No,Yes,Yes,Yes
2010-019287-37,string,Yes,No,No,No,Yes,Yes,Yes
2010-019287-37,string,Yes,No,No,No,Yes,Yes,Yes
2010-019287-37,string,Yes,No,No,No,Yes,Yes,Yes
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019318-26,2+,Yes,No,Yes,No,Yes,Yes,No
2010-019340-40,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019340-40,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019340-40,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019340-40,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019340-40,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019340-40,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019340-40,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019340-40,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019340-40,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019340-40,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019340-40,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019347-18,Yes,Yes,No,No,Yes,No,Yes,No
2010-019411-37,string,Yes,No,No,Yes,Yes,Yes,No
2010-019439-37,2+,Yes,No,No,No,No,Yes,No
2010-019439-37,2+,Yes,No,No,No,No,Yes,No
2010-019439-37,2+,Yes,No,No,No,No,Yes,No
2010-019439-37,2+,Yes,No,No,No,No,Yes,No
2010-019632-12,2+,Yes,No,No,Yes,Yes,Yes,No
2010-019748-38,No,No,No,No,Yes,No,No,No
2010-020122-18,string,Yes,No,Yes,No,Yes,Yes,No
2010-020122-18,string,Yes,No,Yes,No,Yes,Yes,No
2010-020122-18,string,Yes,No,Yes,No,Yes,Yes,No
2010-020122-18,string,Yes,No,Yes,No,Yes,Yes,No
2010-020122-18,string,Yes,No,Yes,No,Yes,Yes,No
2010-020122-18,string,Yes,No,Yes,No,Yes,Yes,No
2010-020122-18,string,Yes,No,Yes,No,Yes,Yes,No
2010-020240-35,1,No,No,No,No,No,No,No
2010-020240-35,1,No,No,No,No,No,No,No
2010-020386-24,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020386-24,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020386-24,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020386-24,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020386-24,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020386-24,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020601-32,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020814-27,2+,Yes,No,No,Yes,No,Yes,No
2010-020814-27,2+,Yes,No,No,Yes,No,Yes,No
2010-020814-27,2+,Yes,No,No,Yes,No,Yes,No
2010-020814-27,2+,Yes,No,No,Yes,No,Yes,No
2010-020814-27,2+,Yes,No,No,Yes,No,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-020821-41,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021113-23,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021113-23,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021113-23,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021113-23,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021113-23,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021113-23,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021113-23,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021174-11,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021174-11,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021174-11,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021174-11,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021174-11,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021174-11,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021174-11,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021174-11,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021287-16,string,No,No,No,Yes,No,No,No
2010-021287-16,string,No,No,No,Yes,No,No,No
2010-021287-16,string,No,No,No,Yes,No,No,No
2010-021287-16,string,No,No,No,Yes,No,No,No
2010-021370-11,1,No,No,No,Yes,No,No,No
2010-021434-55,,Yes,No,No,Yes,Yes,No,No
2010-021434-55,,Yes,No,No,Yes,Yes,No,No
2010-021434-55,,Yes,No,No,Yes,Yes,No,No
2010-021434-55,,Yes,No,No,Yes,Yes,No,No
2010-021434-55,,Yes,No,No,Yes,Yes,No,No
2010-021434-55,,Yes,No,No,Yes,Yes,No,No
2010-021434-55,,Yes,No,No,Yes,Yes,No,No
2010-021719-18,Yes,No,No,No,No,No,No,No
2010-021821-10,2+,Yes,No,No,Yes,Yes,Yes,No
2010-021868-15,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021868-15,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021868-15,2+,Yes,No,Yes,No,Yes,Yes,No
2010-021868-15,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022064-12,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022064-12,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022064-12,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022064-12,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022064-12,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022064-12,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022064-12,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022064-12,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022064-12,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022163-35,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022163-35,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022163-35,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022163-35,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022163-35,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022163-35,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022163-35,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022163-35,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022388-37,1,No,No,No,Yes,No,No,No
2010-022446-24,null,No,No,No,No,No,No,No
2010-022459-45,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022459-45,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022459-45,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022459-45,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022459-45,2+,Yes,No,No,Yes,Yes,Yes,No
2010-022579-68,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022758-18,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022758-18,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022758-18,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022758-18,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022758-18,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022758-18,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022758-18,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022758-18,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022758-18,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022758-18,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022758-18,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022872-30,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022872-30,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022872-30,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022872-30,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022872-30,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022872-30,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022872-30,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022872-30,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022923-31,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022923-31,2+,Yes,No,Yes,No,Yes,Yes,No
2010-022923-31,2+,Yes,No,Yes,No,Yes,Yes,No
2010-023409-37,2+,Yes,No,No,Yes,Yes,Yes,No
2010-023409-37,2+,Yes,No,No,Yes,Yes,Yes,No
2010-023427-18,2+,Yes,No,No,Yes,Yes,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023526-21,1,No,No,No,No,No,No,No
2010-023744-33,2+,Yes,No,Yes,No,Yes,Yes,No
2010-023744-33,2+,Yes,No,Yes,No,Yes,Yes,No
2010-023775-25,2+,Yes,No,Yes,No,Yes,Yes,No
2010-023775-25,2+,Yes,No,Yes,No,Yes,Yes,No
2010-023775-25,2+,Yes,No,Yes,No,Yes,Yes,No
2010-023775-25,2+,Yes,No,Yes,No,Yes,Yes,No
2010-023775-25,2+,Yes,No,Yes,No,Yes,Yes,No
2010-023775-25,2+,Yes,No,Yes,No,Yes,Yes,No
2010-023775-25,2+,Yes,No,Yes,No,Yes,Yes,No
2010-024132-41,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024132-41,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024132-41,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024132-41,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024132-41,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024132-41,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024132-41,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024132-41,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024132-41,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024132-41,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024238-46,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024262-22,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024262-22,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024300-10,2+,Yes,No,Yes,No,Yes,Yes,No
2010-024311-13,2+,Yes,No,Yes,No,Yes,Yes,No
2010-024311-13,2+,Yes,No,Yes,No,Yes,Yes,No
2010-024311-13,2+,Yes,No,Yes,No,Yes,Yes,No
2010-024311-13,2+,Yes,No,Yes,No,Yes,Yes,No
2010-024311-13,2+,Yes,No,Yes,No,Yes,Yes,No
2010-024332-42,2+,Yes,No,Yes,No,No,Yes,No
2010-024332-42,2+,Yes,No,Yes,No,No,Yes,No
2010-024332-42,2+,Yes,No,Yes,No,No,Yes,No
2010-024332-42,2+,Yes,No,Yes,No,No,Yes,No
2010-024332-42,2+,Yes,No,Yes,No,No,Yes,No
2010-024332-42,2+,Yes,No,Yes,No,No,Yes,No
2010-024332-42,2+,Yes,No,Yes,No,No,Yes,No
2010-024332-42,2+,Yes,No,Yes,No,No,Yes,No
2010-024355-85,2+,Yes,No,Yes,No,No,Yes,No
2010-024355-85,2+,Yes,No,Yes,No,No,Yes,No
2010-024355-85,2+,Yes,No,Yes,No,No,Yes,No
2010-024355-85,2+,Yes,No,Yes,No,No,Yes,No
2010-024355-85,2+,Yes,No,Yes,No,No,Yes,No
2010-024379-15,2+,Yes,No,No,Yes,Yes,Yes,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2010-024473-39,1,No,No,No,Yes,No,No,No
2011-000152-42,2+,Yes,No,No,No,Yes,Yes,Yes
2011-000281-35,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000290-31,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000388-28,No,No,No,No,No,No,No,No
2011-000391-34,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000391-34,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000391-34,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000391-34,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000391-34,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000391-34,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000391-34,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000391-34,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000391-34,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000391-34,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000392-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-000440-22,1,No,No,No,Yes,No,No,No
2011-000440-22,1,No,No,No,Yes,No,No,No
2011-000440-22,1,No,No,No,Yes,No,No,No
2011-000440-22,1,No,No,No,Yes,No,No,No
2011-000440-22,1,No,No,No,Yes,No,No,No
2011-000440-22,1,No,No,No,Yes,No,No,No
2011-000440-22,1,No,No,No,Yes,No,No,No
2011-000440-22,1,No,No,No,Yes,No,No,No
2011-000440-22,1,No,No,No,Yes,No,No,No
2011-000493-56,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000493-56,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000493-56,2+,Yes,No,No,Yes,Yes,Yes,No
2011-000553-23,2+,Yes,No,No,Yes,No,Yes,No
2011-000756-42,1,No,No,No,No,No,No,No
2011-000756-42,1,No,No,No,No,No,No,No
2011-000902-24,1,No,No,No,No,No,No,No
2011-000902-24,1,No,No,No,No,No,No,No
2011-001015-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001015-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001015-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001015-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001015-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001138-40,Yes,No,No,No,Yes,No,No,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001345-32,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001491-20,1,No,No,No,No,No,No,No
2011-001539-21,2+,Yes,No,No,Yes,Yes,Yes,No
2011-001795-19,2+,Yes,No,Yes,No,No,Yes,No
2011-001988-52,1,Yes,No,No,Yes,No,No,No
2011-001988-52,1,Yes,No,No,Yes,No,No,No
2011-001988-52,1,Yes,No,No,Yes,No,No,No
2011-001988-52,1,Yes,No,No,Yes,No,No,No
2011-001988-52,1,Yes,No,No,Yes,No,No,No
2011-001988-52,1,Yes,No,No,Yes,No,No,No
2011-001988-52,1,Yes,No,No,Yes,No,No,No
2011-001988-52,1,Yes,No,No,Yes,No,No,No
2011-001988-52,1,Yes,No,No,Yes,No,No,No
2011-001988-52,1,Yes,No,No,Yes,No,No,No
2011-001988-52,1,Yes,No,No,Yes,No,No,No
2011-002104-32,2+,Yes,Yes,Yes,No,No,Yes,No
2011-002159-32,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002159-32,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002159-32,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002159-32,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002159-32,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002159-32,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002159-32,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002184-17,2+,Yes,No,Yes,Yes,No,Yes,No
2011-002184-17,2+,Yes,No,Yes,Yes,No,Yes,No
2011-002184-17,2+,Yes,No,Yes,Yes,No,Yes,No
2011-002184-17,2+,Yes,No,Yes,Yes,No,Yes,No
2011-002184-17,2+,Yes,No,Yes,Yes,No,Yes,No
2011-002184-17,2+,Yes,No,Yes,Yes,No,Yes,No
2011-002192-41,No,No,No,No,No,No,No,No
2011-002257-61,1,No,No,No,No,No,No,No
2011-002257-61,1,No,No,No,No,No,No,No
2011-002257-61,1,No,No,No,No,No,No,No
2011-002257-61,1,No,No,No,No,No,No,No
2011-002271-42,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002329-23,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002329-23,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002380-24,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002380-24,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002380-24,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002380-24,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002380-24,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002380-24,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002380-24,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002380-24,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002380-24,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002380-24,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002380-24,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002567-17,string,No,No,No,No,No,No,No
2011-002669-40,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002669-40,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002669-40,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002715-28,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002715-28,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002715-28,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002715-28,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002843-92,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002843-92,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002843-92,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002843-92,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002843-92,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002843-92,2+,Yes,No,No,Yes,Yes,Yes,No
2011-002871-40,string,No,No,No,No,No,No,No
2011-002871-40,string,No,No,No,No,No,No,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
2011-002887-26,2+,Yes,No,Yes,No,Yes,Yes,No
