actual_arrival,actual_departure,composed_key,scheduled_arrival,scheduled_departure
15557,15348,2011-12-10 - AA-1886-BOS-MIA,15560,15345
15557,15348,2011-12-10 - AA-1886-BOS-MIA,15560,15345
15557,15348,2011-12-10 - AA-1886-BOS-MIA,15560,15345
15557,15348,2011-12-10 - AA-1886-BOS-MIA,15560,15345
15557,15348,2011-12-10 - AA-1886-BOS-MIA,15560,15345
15557,15348,2011-12-10 - AA-1886-BOS-MIA,15560,15345
15557,15348,2011-12-10 - AA-1886-BOS-MIA,15560,15345
15557,15348,2011-12-10 - AA-1886-BOS-MIA,15560,15345
15557,15348,2011-12-10 - AA-1886-BOS-MIA,15560,15345
24221,24016,2011-12-16 - AA-1886-BOS-MIA,24200,23985
24221,24016,2011-12-16 - AA-1886-BOS-MIA,24200,23985
24221,24016,2011-12-16 - AA-1886-BOS-MIA,24200,23985
24221,24016,2011-12-16 - AA-1886-BOS-MIA,24200,23985
24221,24016,2011-12-16 - AA-1886-BOS-MIA,24200,23985
21300,21109,2011-12-14 - AA-1886-BOS-MIA,21320,21105
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
14116,13902,2011-12-09 - AA-1886-BOS-MIA,14120,13905
16983,16785,2011-12-11 - AA-1886-BOS-MIA,17000,16785
16983,16785,2011-12-11 - AA-1886-BOS-MIA,17000,16785
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
12679,12465,2011-12-08 - AA-1886-BOS-MIA,12680,12465
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
8341,8156,2011-12-05 - AA-1886-BOS-MIA,8360,8145
47234,47021,2012-01-01 - AA-1886-BOS-MIA,47240,47025
47234,47021,2012-01-01 - AA-1886-BOS-MIA,47240,47025
47234,47021,2012-01-01 - AA-1886-BOS-MIA,47240,47025
47234,47021,2012-01-01 - AA-1886-BOS-MIA,47240,47025
44339,44143,2011-12-30 - AA-1886-BOS-MIA,44360,44145
44339,44143,2011-12-30 - AA-1886-BOS-MIA,44360,44145
44339,44143,2011-12-30 - AA-1886-BOS-MIA,44360,44145
44339,44143,2011-12-30 - AA-1886-BOS-MIA,44360,44145
44339,44143,2011-12-30 - AA-1886-BOS-MIA,44360,44145
44339,44143,2011-12-30 - AA-1886-BOS-MIA,44360,44145
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
6887,6724,2011-12-04 - AA-1886-BOS-MIA,6920,6705
48675,48462,2012-01-02 - AA-1886-BOS-MIA,48680,48465
48675,48462,2012-01-02 - AA-1886-BOS-MIA,48680,48465
40031,39822,2011-12-27 - AA-1886-BOS-MIA,40040,39825
40031,39822,2011-12-27 - AA-1886-BOS-MIA,40040,39825
38568,38384,2011-12-26 - AA-1886-BOS-MIA,38600,38385
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
5467,5290,2011-12-03 - AA-1886-BOS-MIA,5480,5265
35704,35498,2011-12-24 - AA-1886-BOS-MIA,35720,35505
35704,35498,2011-12-24 - AA-1886-BOS-MIA,35720,35505
35704,35498,2011-12-24 - AA-1886-BOS-MIA,35720,35505
35704,35498,2011-12-24 - AA-1886-BOS-MIA,35720,35505
35704,35498,2011-12-24 - AA-1886-BOS-MIA,35720,35505
35704,35498,2011-12-24 - AA-1886-BOS-MIA,35720,35505
25628,25425,2011-12-17 - AA-1886-BOS-MIA,25640,25425
18455,18259,2011-12-12 - AA-1886-BOS-MIA,18440,18225
16983,16785,2011-12-11 - AA-1886-BOS-MIA,17000,16785
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
4015,3835,2011-12-02 - AA-1886-BOS-MIA,4040,3825
27047,26862,2011-12-18 - AA-1886-BOS-MIA,27080,26865
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
2560,2395,2011-12-01 - AA-1886-BOS-MIA,2600,2385
41461,41262,2011-12-28 - AA-1886-BOS-MIA,41480,41265
41461,41262,2011-12-28 - AA-1886-BOS-MIA,41480,41265
37141,36942,2011-12-25 - AA-1886-BOS-MIA,37160,36945
37141,36942,2011-12-25 - AA-1886-BOS-MIA,37160,36945
15557,15348,2011-12-10 - AA-1886-BOS-MIA,15560,15345
5844,5701,2011-12-03 - UA-938-DEN-ORD,5835,5695
50120,49928,2012-01-03 - AA-1886-BOS-MIA,50120,49905
50120,49928,2012-01-03 - AA-1886-BOS-MIA,50120,49905
50120,49928,2012-01-03 - AA-1886-BOS-MIA,50120,49905
50120,49928,2012-01-03 - AA-1886-BOS-MIA,50120,49905
50120,49928,2012-01-03 - AA-1886-BOS-MIA,50120,49905
50120,49928,2012-01-03 - AA-1886-BOS-MIA,50120,49905
11242,11041,2011-12-07 - AA-1886-BOS-MIA,11240,11025
40031,39822,2011-12-27 - AA-1886-BOS-MIA,40040,39825
40031,39822,2011-12-27 - AA-1886-BOS-MIA,40040,39825
32835,32623,2011-12-22 - AA-1886-BOS-MIA,32840,32625
15557,15348,2011-12-10 - AA-1886-BOS-MIA,15560,15345
48675,48462,2012-01-02 - AA-1886-BOS-MIA,48680,48465
48675,48462,2012-01-02 - AA-1886-BOS-MIA,48680,48465
47234,47021,2012-01-01 - AA-1886-BOS-MIA,47240,47025
28497,28306,2011-12-19 - AA-1886-BOS-MIA,28520,28305
5844,5701,2011-12-03 - UA-938-DEN-ORD,5835,5695
5844,5701,2011-12-03 - UA-938-DEN-ORD,5835,5695
26799,26740,2011-12-18 - UA-3925-IAD-ORF,26815,26742
26799,26740,2011-12-18 - UA-3925-IAD-ORF,26815,26742
26799,26740,2011-12-18 - UA-3925-IAD-ORF,26815,26742
26799,26740,2011-12-18 - UA-3925-IAD-ORF,26815,26742
26799,26740,2011-12-18 - UA-3925-IAD-ORF,26815,26742
26799,26740,2011-12-18 - UA-3925-IAD-ORF,26815,26742
26799,26740,2011-12-18 - UA-3925-IAD-ORF,26815,26742
26799,26740,2011-12-18 - UA-3925-IAD-ORF,26815,26742
26799,26740,2011-12-18 - UA-3925-IAD-ORF,26815,26742
26799,26740,2011-12-18 - UA-3925-IAD-ORF,26815,26742
26799,26740,2011-12-18 - UA-3925-IAD-ORF,26815,26742
20026,19915,2011-12-13 - UA-2314-ATL-PHL,20040,19915
19701,19508,2011-12-13 - UA-3515-IAD-MSP,19686,19515
27313,26958,2011-12-18 - UA-382-IAD-LAX,27308,26960
26800,26633,2011-12-18 - AA-3468-CVG-MIA,26815,26640
6626,6572,2011-12-04 - UA-3925-IAD-ORF,6654,6581
20297,20177,2011-12-13 - UA-938-DEN-ORD,20255,20116
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27516,27226,2011-12-18 - AA-1007-MIA-PHX,27545,27235
27002,26830,2011-12-18 - UA-1500-IAH-GUA,26983,26810
27002,26830,2011-12-18 - UA-1500-IAH-GUA,26983,26810
27002,26830,2011-12-18 - UA-1500-IAH-GUA,26983,26810
27002,26830,2011-12-18 - UA-1500-IAH-GUA,26983,26810
27002,26830,2011-12-18 - UA-1500-IAH-GUA,26983,26810
27002,26830,2011-12-18 - UA-1500-IAH-GUA,26983,26810
27002,26830,2011-12-18 - UA-1500-IAH-GUA,26983,26810
27002,26830,2011-12-18 - UA-1500-IAH-GUA,26983,26810
21035,20972,2011-12-14 - UA-3925-IAD-ORF,21055,20982
27258,27106,2011-12-18 - AA-1279-DFW-PHX,27215,27060
27258,27106,2011-12-18 - AA-1279-DFW-PHX,27215,27060
27258,27106,2011-12-18 - AA-1279-DFW-PHX,27215,27060
27258,27106,2011-12-18 - AA-1279-DFW-PHX,27215,27060
27258,27106,2011-12-18 - AA-1279-DFW-PHX,27215,27060
27258,27106,2011-12-18 - AA-1279-DFW-PHX,27215,27060
27258,27106,2011-12-18 - AA-1279-DFW-PHX,27215,27060
27258,27106,2011-12-18 - AA-1279-DFW-PHX,27215,27060
27258,27106,2011-12-18 - AA-1279-DFW-PHX,27215,27060
21463,21299,2011-12-14 - AA-1279-DFW-PHX,21455,21300
26782,26647,2011-12-18 - AA-466-IAH-MIA,26780,26640
7075,6931,2011-12-04 - AA-1279-DFW-PHX,7055,6900
7075,6931,2011-12-04 - AA-1279-DFW-PHX,7055,6900
7075,6931,2011-12-04 - AA-1279-DFW-PHX,7055,6900
,6826,2011-12-04 - AA-3-JFK-LAX,7155,6780
,6826,2011-12-04 - AA-3-JFK-LAX,7155,6780
,6826,2011-12-04 - AA-3-JFK-LAX,7155,6780
,6826,2011-12-04 - AA-3-JFK-LAX,7155,6780
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
21517,21351,2011-12-14 - CO-1250-MIA-IAH,21525,21353
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
47471,47093,2012-01-01 - AA-3-JFK-LAX,47475,47100
47471,47093,2012-01-01 - AA-3-JFK-LAX,47475,47100
47471,47093,2012-01-01 - AA-3-JFK-LAX,47475,47100
47471,47093,2012-01-01 - AA-3-JFK-LAX,47475,47100
47471,47093,2012-01-01 - AA-3-JFK-LAX,47475,47100
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
44568,44210,2011-12-30 - AA-3-JFK-LAX,44595,44220
44568,44210,2011-12-30 - AA-3-JFK-LAX,44595,44220
44568,44210,2011-12-30 - AA-3-JFK-LAX,44595,44220
44568,44210,2011-12-30 - AA-3-JFK-LAX,44595,44220
43143,42774,2011-12-29 - AA-3-JFK-LAX,43155,42780
43143,42774,2011-12-29 - AA-3-JFK-LAX,43155,42780
43143,42774,2011-12-29 - AA-3-JFK-LAX,43155,42780
43143,42774,2011-12-29 - AA-3-JFK-LAX,43155,42780
41674,41335,2011-12-28 - AA-3-JFK-LAX,41715,41340
41674,41335,2011-12-28 - AA-3-JFK-LAX,41715,41340
41674,41335,2011-12-28 - AA-3-JFK-LAX,41715,41340
41674,41335,2011-12-28 - AA-3-JFK-LAX,41715,41340
41674,41335,2011-12-28 - AA-3-JFK-LAX,41715,41340
41674,41335,2011-12-28 - AA-3-JFK-LAX,41715,41340
41674,41335,2011-12-28 - AA-3-JFK-LAX,41715,41340
41674,41335,2011-12-28 - AA-3-JFK-LAX,41715,41340
41674,41335,2011-12-28 - AA-3-JFK-LAX,41715,41340
40249,39896,2011-12-27 - AA-3-JFK-LAX,40275,39900
40249,39896,2011-12-27 - AA-3-JFK-LAX,40275,39900
40249,39896,2011-12-27 - AA-3-JFK-LAX,40275,39900
40249,39896,2011-12-27 - AA-3-JFK-LAX,40275,39900
40249,39896,2011-12-27 - AA-3-JFK-LAX,40275,39900
40249,39896,2011-12-27 - AA-3-JFK-LAX,40275,39900
40249,39896,2011-12-27 - AA-3-JFK-LAX,40275,39900
38829,38456,2011-12-26 - AA-3-JFK-LAX,38835,38460
38829,38456,2011-12-26 - AA-3-JFK-LAX,38835,38460
38829,38456,2011-12-26 - AA-3-JFK-LAX,38835,38460
38829,38456,2011-12-26 - AA-3-JFK-LAX,38835,38460
38829,38456,2011-12-26 - AA-3-JFK-LAX,38835,38460
38829,38456,2011-12-26 - AA-3-JFK-LAX,38835,38460
37343,37009,2011-12-25 - AA-3-JFK-LAX,37395,37020
37343,37009,2011-12-25 - AA-3-JFK-LAX,37395,37020
37343,37009,2011-12-25 - AA-3-JFK-LAX,37395,37020
37343,37009,2011-12-25 - AA-3-JFK-LAX,37395,37020
35909,35573,2011-12-24 - AA-3-JFK-LAX,35955,35580
35909,35573,2011-12-24 - AA-3-JFK-LAX,35955,35580
35909,35573,2011-12-24 - AA-3-JFK-LAX,35955,35580
35909,35573,2011-12-24 - AA-3-JFK-LAX,35955,35580
35909,35573,2011-12-24 - AA-3-JFK-LAX,35955,35580
35909,35573,2011-12-24 - AA-3-JFK-LAX,35955,35580
35909,35573,2011-12-24 - AA-3-JFK-LAX,35955,35580
33071,32696,2011-12-22 - AA-3-JFK-LAX,33075,32700
33071,32696,2011-12-22 - AA-3-JFK-LAX,33075,32700
33071,32696,2011-12-22 - AA-3-JFK-LAX,33075,32700
33071,32696,2011-12-22 - AA-3-JFK-LAX,33075,32700
33071,32696,2011-12-22 - AA-3-JFK-LAX,33075,32700
33071,32696,2011-12-22 - AA-3-JFK-LAX,33075,32700
30148,29812,2011-12-20 - AA-3-JFK-LAX,30195,29820
30148,29812,2011-12-20 - AA-3-JFK-LAX,30195,29820
30148,29812,2011-12-20 - AA-3-JFK-LAX,30195,29820
30148,29812,2011-12-20 - AA-3-JFK-LAX,30195,29820
30148,29812,2011-12-20 - AA-3-JFK-LAX,30195,29820
30148,29812,2011-12-20 - AA-3-JFK-LAX,30195,29820
30148,29812,2011-12-20 - AA-3-JFK-LAX,30195,29820
27307,26935,2011-12-18 - AA-3-JFK-LAX,27315,26940
27307,26935,2011-12-18 - AA-3-JFK-LAX,27315,26940
27307,26935,2011-12-18 - AA-3-JFK-LAX,27315,26940
27307,26935,2011-12-18 - AA-3-JFK-LAX,27315,26940
27307,26935,2011-12-18 - AA-3-JFK-LAX,27315,26940
27307,26935,2011-12-18 - AA-3-JFK-LAX,27315,26940
25840,25497,2011-12-17 - AA-3-JFK-LAX,25875,25500
25840,25497,2011-12-17 - AA-3-JFK-LAX,25875,25500
25840,25497,2011-12-17 - AA-3-JFK-LAX,25875,25500
25840,25497,2011-12-17 - AA-3-JFK-LAX,25875,25500
25840,25497,2011-12-17 - AA-3-JFK-LAX,25875,25500
25840,25497,2011-12-17 - AA-3-JFK-LAX,25875,25500
25840,25497,2011-12-17 - AA-3-JFK-LAX,25875,25500
21556,21178,2011-12-14 - AA-3-JFK-LAX,21555,21180
21556,21178,2011-12-14 - AA-3-JFK-LAX,21555,21180
4268,3914,2011-12-02 - AA-3-JFK-LAX,4275,3900
4268,3914,2011-12-02 - AA-3-JFK-LAX,4275,3900
24416,24058,2011-12-16 - AA-3-JFK-LAX,24435,24060
24416,24058,2011-12-16 - AA-3-JFK-LAX,24435,24060
24416,24058,2011-12-16 - AA-3-JFK-LAX,24435,24060
47471,47093,2012-01-01 - AA-3-JFK-LAX,47475,47100
43143,42774,2011-12-29 - AA-3-JFK-LAX,43155,42780
43143,42774,2011-12-29 - AA-3-JFK-LAX,43155,42780
18676,18293,2011-12-12 - AA-3-JFK-LAX,18675,18300
18676,18293,2011-12-12 - AA-3-JFK-LAX,18675,18300
18676,18293,2011-12-12 - AA-3-JFK-LAX,18675,18300
17223,16854,2011-12-11 - AA-3-JFK-LAX,17235,16860
17223,16854,2011-12-11 - AA-3-JFK-LAX,17235,16860
17223,16854,2011-12-11 - AA-3-JFK-LAX,17235,16860
15755,15413,2011-12-10 - AA-3-JFK-LAX,15795,15420
15755,15413,2011-12-10 - AA-3-JFK-LAX,15795,15420
15755,15413,2011-12-10 - AA-3-JFK-LAX,15795,15420
15755,15413,2011-12-10 - AA-3-JFK-LAX,15795,15420
14333,13970,2011-12-09 - AA-3-JFK-LAX,14355,13980
14333,13970,2011-12-09 - AA-3-JFK-LAX,14355,13980
14333,13970,2011-12-09 - AA-3-JFK-LAX,14355,13980
11435,11104,2011-12-07 - AA-3-JFK-LAX,11475,11100
11435,11104,2011-12-07 - AA-3-JFK-LAX,11475,11100
,6826,2011-12-04 - AA-3-JFK-LAX,7155,6780
4268,3914,2011-12-02 - AA-3-JFK-LAX,4275,3900
2836,2471,2011-12-01 - AA-3-JFK-LAX,2835,2460
14333,13970,2011-12-09 - AA-3-JFK-LAX,14355,13980
14333,13970,2011-12-09 - AA-3-JFK-LAX,14355,13980
14333,13970,2011-12-09 - AA-3-JFK-LAX,14355,13980
14333,13970,2011-12-09 - AA-3-JFK-LAX,14355,13980
12903,12534,2011-12-08 - AA-3-JFK-LAX,12915,12540
11435,11104,2011-12-07 - AA-3-JFK-LAX,11475,11100
8566,8222,2011-12-05 - AA-3-JFK-LAX,8595,8220
8566,8222,2011-12-05 - AA-3-JFK-LAX,8595,8220
4268,3914,2011-12-02 - AA-3-JFK-LAX,4275,3900
4268,3914,2011-12-02 - AA-3-JFK-LAX,4275,3900
2836,2471,2011-12-01 - AA-3-JFK-LAX,2835,2460
2836,2471,2011-12-01 - AA-3-JFK-LAX,2835,2460
44568,44210,2011-12-30 - AA-3-JFK-LAX,44595,44220
12903,12534,2011-12-08 - AA-3-JFK-LAX,12915,12540
12903,12534,2011-12-08 - AA-3-JFK-LAX,12915,12540
27307,26935,2011-12-18 - AA-3-JFK-LAX,27315,26940
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
,26706,2011-12-18 - AA-59-JFK-SFO,27045,26650
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
50332,49973,2012-01-03 - AA-3-JFK-LAX,50355,49980
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
48894,48535,2012-01-02 - AA-3-JFK-LAX,48915,48540
47471,47093,2012-01-01 - AA-3-JFK-LAX,47475,47100
47471,47093,2012-01-01 - AA-3-JFK-LAX,47475,47100
47471,47093,2012-01-01 - AA-3-JFK-LAX,47475,47100
47471,47093,2012-01-01 - AA-3-JFK-LAX,47475,47100
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
46008,45654,2011-12-31 - AA-3-JFK-LAX,46035,45660
44568,44210,2011-12-30 - AA-3-JFK-LAX,44595,44220
44568,44210,2011-12-30 - AA-3-JFK-LAX,44595,44220
44568,44210,2011-12-30 - AA-3-JFK-LAX,44595,44220
44568,44210,2011-12-30 - AA-3-JFK-LAX,44595,44220
43143,42774,2011-12-29 - AA-3-JFK-LAX,43155,42780
43143,42774,2011-12-29 - AA-3-JFK-LAX,43155,42780
43143,42774,2011-12-29 - AA-3-JFK-LAX,43155,42780
