eudract_number,randomised,crossover,parallel_group,open,single_blind,double_blind,controlled,arms,active_comparator,placebo
2012-001172-12,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001172-12,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001175-36,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001176-10,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001177-93,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001178-28,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001180-77,No,No,No,No,No,No,No,,No,No
2012-001183-30,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001186-33,No,No,No,No,No,No,No,,No,No
2012-001188-55,No,,,,,,No,,No,No
2012-001188-55,No,,,,,,No,,No,No
2012-001194-81,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001200-38,Yes,No,Yes,No,No,No,Yes,2+,No,Yes
2012-001200-38,Yes,No,Yes,No,No,No,Yes,2+,No,Yes
2012-001200-38,Yes,No,Yes,No,No,No,Yes,2+,No,Yes
2012-001200-38,Yes,No,Yes,No,No,No,Yes,2+,No,Yes
2012-001201-24,No,No,No,No,No,No,No,1,No,No
2012-001208-39,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001209-26,Yes,No,No,Yes,No,No,No,2+,No,No
2012-001217-16,Yes,No,Yes,No,Yes,No,Yes,2+,No,No
2012-001218-40,No,No,No,No,No,No,No,1,,
2012-001219-22,Yes,No,Yes,No,No,No,Yes,2+,No,Yes
2012-001221-27,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001221-27,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001221-27,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001221-27,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001222-95,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001222-95,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001222-95,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001223-13,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001224-35,No,No,No,No,No,No,No,1,,
2012-001226-10,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001230-34,No,No,No,No,No,No,No,2+,No,No
2012-001230-34,No,No,No,Yes,No,No,No,,No,No
2012-001230-34,No,No,No,No,No,No,No,,No,No
2012-001230-34,No,No,No,No,No,No,No,,No,No
2012-001236-65,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001236-65,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001236-65,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001236-65,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001236-65,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001236-65,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001236-65,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001239-30,No,No,No,No,No,No,No,,No,No
2012-001244-22,No,No,Yes,No,No,No,Yes,2+,No,No
2012-001245-40,Yes,Yes,No,No,No,Yes,Yes,2+,No,No
2012-001246-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001247-51,No,No,No,Yes,No,No,No,,No,No
2012-001248-23,No,No,No,Yes,No,No,No,1,No,No
2012-001249-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001249-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001249-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001251-40,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001251-40,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001251-40,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001251-40,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001251-40,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001251-40,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001254-26,No,No,No,,No,No,No,1,No,No
2012-001254-26,No,No,No,Yes,No,No,No,1,No,No
2012-001258-25,,,,,,,No,,,
2012-001258-25,No,No,No,No,No,No,No,,,
2012-001258-25,,,,,,,No,,,
2012-001258-25,No,No,No,No,No,No,No,,,
2012-001258-25,,,,,,,No,1,,
2012-001258-25,,No,No,Yes,No,No,No,,,
2012-001259-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001259-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001259-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001260-29,Yes,No,No,No,Yes,No,Yes,2+,No,Yes
2012-001263-73,No,No,No,Yes,No,No,No,,No,No
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001266-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001270-28,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001279-35,No,No,No,Yes,No,No,No,,No,No
2012-001279-35,No,No,No,Yes,No,No,No,,No,No
2012-001279-35,No,No,No,Yes,No,No,No,,No,No
2012-001285-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001288-58,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2012-001294-84,No,No,No,No,No,No,No,1,,
2012-001296-36,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001305-25,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001306-20,No,No,No,Yes,No,No,No,1,No,No
2012-001307-20,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001309-26,No,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001309-26,No,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001309-26,No,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001314-42,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001314-42,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001314-42,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001314-42,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001316-35,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001320-36,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001324-34,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001324-34,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001324-34,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001324-34,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001324-34,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001324-34,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001324-34,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2012-001325-28,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001327-12,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001333-14,Yes,No,Yes,No,Yes,No,Yes,2+,No,No
2012-001334-33,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001335-31,No,No,No,Yes,No,No,No,,No,No
2012-001336-65,No,No,No,Yes,No,No,No,,,
2012-001336-65,No,No,No,Yes,No,No,No,,,
2012-001336-65,No,No,No,Yes,No,No,No,,,
2012-001336-65,No,No,No,Yes,No,No,No,,,
2012-001336-65,No,No,No,Yes,No,No,No,,,
2012-001336-65,No,No,No,Yes,No,No,No,,,
2012-001336-65,No,No,No,Yes,No,No,No,,,
2012-001336-65,No,No,No,Yes,No,No,No,,,
2012-001336-65,No,No,No,Yes,No,No,No,,,
2012-001336-65,No,No,No,Yes,No,No,No,,,
2012-001337-13,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001337-13,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001340-21,No,No,No,Yes,No,No,Yes,2+,No,No
2012-001341-41,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001344-22,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2012-001348-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001349-41,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001351-40,Yes,No,Yes,No,Yes,No,Yes,2+,No,No
2012-001352-19,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001355-38,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001357-10,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001357-10,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001357-10,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001357-10,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001357-10,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001362-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001362-15,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001363-70,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001363-70,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001363-70,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001363-70,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001363-70,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001363-70,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001363-70,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001363-70,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001363-70,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001363-70,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001364-30,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001364-30,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001364-30,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001364-30,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001364-30,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001364-30,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001364-30,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001365-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001365-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001365-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001365-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001365-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001367-76,Yes,No,Yes,Yes,No,Yes,Yes,2+,No,Yes
2012-001367-76,Yes,No,Yes,Yes,No,Yes,Yes,2+,No,Yes
2012-001367-76,Yes,No,Yes,No,No,No,Yes,2+,No,Yes
2012-001367-76,Yes,No,Yes,Yes,No,Yes,Yes,2+,No,Yes
2012-001367-76,Yes,No,Yes,Yes,No,Yes,Yes,2+,No,Yes
2012-001369-34,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001369-34,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001369-34,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001370-28,No,No,No,Yes,No,No,No,1,No,No
2012-001371-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001374-29,Yes,No,Yes,No,Yes,No,Yes,2+,No,No
2012-001377-88,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001377-88,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001377-88,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001377-88,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001377-88,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001377-88,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001377-88,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001377-88,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001380-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001380-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001380-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001380-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001380-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001380-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001380-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001380-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001380-76,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001381-15,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001381-15,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001382-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001389-14,Yes,Yes,Yes,No,No,Yes,Yes,2+,Yes,Yes
2012-001390-88,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2012-001394-87,,,,,,,No,,,
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001398-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001399-12,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001399-12,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001402-23,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001402-23,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001402-23,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001402-23,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001402-23,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001402-23,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001402-23,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001404-38,No,No,No,No,No,No,No,1,,
2012-001410-41,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001415-23,No,No,No,No,No,No,No,,No,No
2012-001416-27,Yes,No,No,No,No,No,Yes,2+,No,Yes
2012-001419-21,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2012-001420-35,No,No,No,No,No,No,No,,No,No
2012-001421-27,No,No,No,Yes,No,No,No,,No,No
2012-001421-27,No,No,No,Yes,No,No,No,,No,No
2012-001421-27,No,No,No,Yes,No,No,No,,No,No
2012-001421-27,No,No,No,Yes,No,No,No,,No,No
2012-001426-99,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001426-99,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2012-001427-12,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001430-34,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001430-34,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001431-31,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001432-62,Yes,No,No,No,No,Yes,Yes,2+,No,No
2012-001439-30,No,No,No,No,No,No,No,,No,No
2012-001439-30,No,No,No,No,No,No,No,,No,No
2012-001439-30,No,No,No,No,No,No,No,,No,No
2012-001440-22,No,No,No,Yes,No,No,No,,No,No
2012-001443-49,No,No,No,No,No,No,No,,,
2012-001445-40,No,No,No,No,No,No,No,2+,No,No
2012-001445-40,No,No,No,Yes,No,No,No,2+,No,No
2012-001445-40,No,No,No,Yes,No,No,No,2+,No,No
2012-001446-18,No,No,No,Yes,No,No,No,1,No,No
2012-001446-18,No,No,No,Yes,No,No,No,1,No,No
2012-001446-18,No,No,No,Yes,No,No,No,1,No,No
2012-001446-18,No,No,No,Yes,No,No,No,1,No,No
2012-001446-18,No,No,No,Yes,No,No,No,1,No,No
2012-001447-43,Yes,No,No,Yes,No,No,Yes,1,No,No
2012-001449-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001453-74,Yes,No,Yes,Yes,No,No,No,,No,No
2012-001455-39,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001455-39,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001455-39,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001455-39,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001455-39,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001455-39,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001455-39,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001455-39,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001457-50,No,No,No,,No,No,No,1,No,No
2012-001458-24,No,No,No,No,No,No,No,,No,No
2012-001461-32,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001461-32,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001461-32,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001465-33,No,No,No,No,No,No,No,1,No,No
2012-001465-33,No,No,No,No,No,No,No,1,No,No
2012-001465-33,No,No,No,No,No,No,No,1,No,No
2012-001465-33,No,No,No,No,No,No,No,1,No,No
2012-001472-10,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001477-82,No,No,No,Yes,No,No,No,,No,No
2012-001481-16,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001483-29,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2012-001484-79,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001484-79,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001484-79,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001491-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001491-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001491-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001491-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001491-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001491-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001491-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001491-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001491-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001491-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001494-91,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001495-11,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001495-11,Yes,No,No,No,No,No,Yes,2+,No,No
2012-001495-11,Yes,No,No,No,No,No,Yes,2+,No,No
2012-001495-11,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001495-11,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001495-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001495-11,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001495-11,Yes,No,No,Yes,No,No,Yes,2+,No,No
2012-001496-36,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001497-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001497-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001497-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001497-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001499-12,No,No,No,Yes,No,No,No,1,No,No
2012-001499-12,No,No,No,Yes,No,No,No,1,No,No
2012-001499-12,No,No,No,Yes,No,No,No,1,No,No
2012-001499-12,No,No,No,Yes,No,No,No,1,No,No
2012-001499-12,No,No,No,Yes,No,No,No,1,No,No
2012-001502-26,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001505-24,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001505-24,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001505-24,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001505-24,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2012-001509-25,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001514-42,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001514-42,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001515-22,No,No,No,Yes,No,No,Yes,1,No,No
2012-001522-10,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001524-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001524-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001524-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001524-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001524-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001524-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001524-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001524-35,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2012-001525-27,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001525-27,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001529-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001530-34,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2012-001534-34,No,No,No,Yes,No,No,No,,No,No
2012-001534-34,No,No,No,Yes,No,No,No,,No,No
2012-001539-30,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001539-30,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001539-30,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001539-30,Yes,No,No,No,No,Yes,Yes,1,No,Yes
2012-001540-22,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001541-40,Yes,Yes,No,No,Yes,No,Yes,2+,No,No
2012-001542-18,No,No,Yes,No,No,Yes,Yes,2+,No,Yes
2012-001544-21,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2012-001547-46,Yes,No,No,Yes,No,No,Yes,1,Yes,No
2012-001547-46,No,No,No,Yes,No,No,Yes,1,Yes,No
